Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Sourke
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,13:20,5h 50m,1 stop,No info,8227,Delhi
Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,23:15,13h 25m,2 stops,No info,12125,Kolkata
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 16 Jun,2h 20m,non-stop,No info,3873,Kolkata
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 13 Jun,9h 30m,1 stop,No info,13377,Delhi
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,23:35 13 May,27h 10m,1 stop,No info,10953,Kolkata
SpiceJet,9/03/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:35,2h 40m,non-stop,No info,4622,Kolkata
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,10:05 25 Mar,20h 10m,1 stop,No info,14231,Kolkata
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,19:00 25 Jun,21h 10m,1 stop,In-flight meal not included,10262,Delhi
IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 16 Apr,2h 50m,non-stop,No info,3943,Banglore
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,20:20 13 May,24h,1 stop,No info,8610,Kolkata
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,22:20,15h 15m,1 stop,No info,6717,Delhi
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,10877,Delhi
IndiGo,1/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,non-stop,No info,4775,Kolkata
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14571,Kolkata
SpiceJet,24/03/2019,Banglore,Delhi,BLR ? DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,6205,Banglore
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,18:00 19 May,21h 35m,1 stop,No info,14151,Kolkata
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,9h 20m,1 stop,No info,6637,Delhi
Air India,03/03/2019,Banglore,Delhi,BLR ? TRV ? COK ? DEL,07:30,10:50 07 Mar,27h 20m,non-stop,No info,12074,Banglore
Airline,21/06/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4804,Kolkata
IndiGo,6/05/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,02:15 07 May,5h 15m,1 stop,No info,7252,Kolkata
IndiGo,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,6069,Delhi
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,15554,Delhi
IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,15:40,18:25,2h 45m,non-stop,No info,3850,Chennai
Air India,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,19:15 19 May,24h 30m,2 stops,No info,12940,Delhi
SpiceJet,1/05/2019,Kolkata,Banglore,CCU ? IXB ? BLR,11:15,18:30,7h 15m,1 stop,No info,8844,Kolkata
Airline,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,15190,Delhi
Jet Airways,15/03/2019,Banglore,Delhi,BLR ? BOM ? DEL,08:00,16:10,8h 10m,1 stop,In-flight meal not included,9134,Banglore
Jet Airways,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,12:35 10 Apr,15h 40m,1 stop,No info,11822,Delhi
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 10 May,10h 30m,1 stop,No info,15078,Delhi
Airline,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:10 02 Mar,1h 25m,non-stop,No info,11005,Mumbai
IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:35 22 Mar,10h 35m,1 stop,No info,7006,Delhi
IndiGo,09/03/2019,Banglore,Delhi,BLR ? HYD ? DEL,16:55,21:50,4h 55m,1 stop,No info,4259,Banglore
Air India,9/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,19:15 10 Mar,21h 45m,2 stops,No info,11762,Delhi
Jet Airways,24/03/2019,Banglore,Delhi,BLR ? BOM ? DEL,08:55,09:00 19 Mar,24h 5m,1 stop,In-flight meal not included,8147,Banglore
SpiceJet,27/05/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841,Kolkata
IndiGo,3/04/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4174,Kolkata
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,04:25 28 May,10h 55m,1 stop,In-flight meal not included,12898,Delhi
SpiceJet,6/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,5583,Delhi
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262,Delhi
Jet Airways,6/05/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,7229,Banglore
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 22 May,22h 55m,2 stops,No info,15129,Delhi
Vistara,9/06/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,4668,Banglore
IndiGo,18/04/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4990,Banglore
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,22:10,00:55 25 Mar,2h 45m,non-stop,No info,6985,Kolkata
IndiGo,3/04/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823,Banglore
Airline,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:50,11h 40m,1 stop,No info,9345,Kolkata
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,16:20 16 May,26h 15m,1 stop,In-flight meal not included,10844,Kolkata
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,12:35 10 May,27h,2 stops,No info,14657,Delhi
IndiGo,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,11h 5m,1 stop,No info,6818,Delhi
Air India,15/05/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,07:40 16 May,25h 45m,2 stops,No info,11543,Delhi
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:10 25 Mar,1h 25m,non-stop,No check-in baggage included,2175,Mumbai
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,16:20 07 Jun,21h 25m,1 stop,In-flight meal not included,10844,Kolkata
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,No info,8040,Mumbai
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,No info,14571,Kolkata
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,5h 30m,1 stop,No info,14571,Kolkata
Airline,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,12:35 22 May,20h 35m,1 stop,In-flight meal not included,12898,Delhi
Airline,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,14848,Delhi
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 19 May,6h 30m,1 stop,No info,8283,Delhi
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229,Banglore
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:30 19 May,13h 50m,non-stop,No info,8405,Delhi
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:40,04:25 04 Mar,22h 45m,2 stops,No info,19266,Delhi
Air India,6/03/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,08:15 07 Mar,14h 35m,1 stop,No info,11038,Delhi
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016,Banglore
SpiceJet,21/03/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3384,Chennai
IndiGo,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 10 Apr,6h 55m,1 stop,No info,6573,Delhi
Airline,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 25 Jun,19h 55m,2 stops,No info,12819,Delhi
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 22 May,18h 45m,2 stops,No info,15129,Delhi
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 28 Jun,2h 50m,non-stop,No info,3943,Banglore
Jet Airways,24/03/2019,Banglore,Delhi,BLR ? BOM ? DEL,22:50,12:15 19 Mar,13h 25m,1 stop,In-flight meal not included,7832,Banglore
IndiGo,24/03/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,6860,Banglore
IndiGo,12/05/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4823,Banglore
Air India,6/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,5228,Banglore
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,non-stop,No info,13364,Kolkata
Jet Airways,18/03/2019,Banglore,Delhi,BLR ? BOM ? DEL,16:55,07:40 16 Mar,14h 45m,1 stop,No info,13555,Banglore
IndiGo,6/03/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 07 Mar,2h 20m,non-stop,No info,5277,Chennai
Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,01:20 13 May,18h 20m,non-stop,No info,13243,Kolkata
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:00,13h,1 stop,No info,9794,Delhi
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,8016,Banglore
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 02 Jun,8h,1 stop,No info,13377,Delhi
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,22:05 10 Jun,29h 5m,1 stop,No info,12692,Kolkata
Air India,6/06/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,18:30,10h 10m,2 stops,No info,10697,Kolkata
SpiceJet,27/03/2019,Chennai,Kolkata,MAA ? CCU,09:30,12:05,2h 35m,non-stop,No info,3384,Chennai
IndiGo,9/05/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,22:30,15h 40m,1 stop,No info,6734,Delhi
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,09:20 07 Jun,13h 20m,1 stop,In-flight meal not included,10844,Kolkata
Air India,24/05/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,5228,Banglore
Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,11:10 25 May,25h 45m,1 stop,No info,8891,Kolkata
Airline,27/03/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3384,Chennai
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,17057,Delhi
IndiGo,3/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,4h 25m,1 stop,No info,3480,Kolkata
SpiceJet,3/05/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,4423,Banglore
Airline,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:40 10 Jun,22h 10m,1 stop,No info,14178,Kolkata
SpiceJet,24/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4760,Delhi
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 02 Apr,13h 20m,1 stop,No info,14151,Kolkata
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,16:20 02 Apr,20h 20m,non-stop,No info,12681,Kolkata
Jet Airways,3/04/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,4886,Delhi
Air Asia,21/06/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,3807,Kolkata
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4804,Kolkata
IndiGo,09/03/2019,Banglore,Delhi,BLR ? HYD ? DEL,07:30,12:20,4h 50m,1 stop,No info,5694,Banglore
Multiple carriers,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,10197,Delhi
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,23:30,02:20 16 Jun,2h 50m,non-stop,No info,4077,Banglore
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,18:15,11h 45m,1 stop,No info,14781,Kolkata
IndiGo,9/05/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,5224,Kolkata
IndiGo,24/04/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 25 Apr,2h 40m,non-stop,No info,4804,Kolkata
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:40 22 May,22h 10m,1 stop,In-flight meal not included,8586,Kolkata
Air India,21/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,12:00,13:15 22 May,25h 15m,1 stop,No info,7662,Kolkata
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:55,18:50,8h 55m,1 stop,No info,18550,Delhi
Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,8610,Kolkata
Jet Airways,1/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,7229,Banglore
Air India,6/06/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,05:25 07 Jun,19h 25m,2 stops,No info,12009,Kolkata
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,21:05 19 May,28h 5m,1 stop,No info,14151,Kolkata
Air India,9/04/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,4729,Delhi
Airline,3/03/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,7931,Delhi
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35 22 May,25h 5m,non-stop,In-flight meal not included,12898,Delhi
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:50,04:25 10 Mar,21h 35m,1 stop,No info,16289,Delhi
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,19:00 04 Jun,21h 35m,2 stops,No info,13292,Delhi
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,non-stop,No info,7618,Delhi
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:30 16 Jun,7h 15m,1 stop,No info,13377,Delhi
Air Asia,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,15h 55m,1 stop,No info,5192,Kolkata
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:15,7h 35m,1 stop,In-flight meal not included,7268,Delhi
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 25 May,13h 20m,1 stop,In-flight meal not included,12384,Kolkata
IndiGo,15/03/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,5694,Banglore
Airline,18/03/2019,Banglore,Delhi,BLR ? BOM ? JDH ? DEL,08:55,15:55,7h,2 stops,No info,16338,Banglore
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 07 Jun,12h 30m,1 stop,No info,7198,Delhi
Airline,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,18:50,10h 50m,1 stop,In-flight meal not included,6540,Delhi
Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,Mumbai
SpiceJet,18/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No info,3873,Kolkata
Airline,21/04/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483,Banglore
Air Asia,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,5h 40m,1 stop,No info,6752,Delhi
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,4823,Banglore
Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,08:55 07 May,12h 25m,1 stop,No info,10203,Kolkata
SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 19 May,2h 20m,non-stop,No info,3873,Kolkata
SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,non-stop,No info,2017,Mumbai
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,04:40 07 Jun,20h 15m,1 stop,In-flight meal not included,8586,Kolkata
Jet Airways,01/03/2019,Banglore,Delhi,BLR ? BOM ? DEL,22:50,10:25 02 Mar,11h 35m,1 stop,1 Long layover,31825,Banglore
Air India,15/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,13:45 16 May,27h 45m,2 stops,No info,16057,Kolkata
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 07 Jun,26h 10m,1 stop,In-flight meal not included,10262,Delhi
IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,01:30 02 Jun,5h 5m,1 stop,No info,6593,Delhi
SpiceJet,24/06/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 25 Jun,2h 55m,non-stop,No info,3971,Banglore
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,18:50 10 Mar,23h 35m,1 stop,No info,16289,Delhi
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,09:45 02 May,24h 10m,1 stop,In-flight meal not included,9314,Kolkata
Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030,Banglore
Airline,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13587,Delhi
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,18:00 02 May,21h 35m,non-stop,In-flight meal not included,9314,Kolkata
Air Asia,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 16 Jun,10h 25m,1 stop,No info,6253,Delhi
Air Asia,15/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,23:30,15h 55m,1 stop,No info,5192,Kolkata
Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45 02 May,28h 20m,non-stop,No info,16372,Kolkata
Vistara,24/04/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,5403,Banglore
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,18:50,7h 20m,1 stop,No info,11200,Delhi
IndiGo,12/06/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858,Chennai
IndiGo,6/04/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,4174,Kolkata
Airline,27/04/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,5411,Delhi
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,3175,Mumbai
IndiGo,24/05/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3858,Chennai
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 02 May,8h 40m,non-stop,No info,13941,Kolkata
Air India,15/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:15,19:15 16 Jun,30h,2 stops,No info,12182,Delhi
IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4990,Banglore
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,22:05 10 Jun,25h 40m,1 stop,In-flight meal not included,10539,Kolkata
IndiGo,09/03/2019,Banglore,Delhi,BLR ? DEL,10:05,13:00,2h 55m,non-stop,No info,6860,Banglore
Vistara,6/03/2019,Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,non-stop,No info,8001,Delhi
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 28 Jun,20h 10m,1 stop,In-flight meal not included,10262,Delhi
Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,8085,Kolkata
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,00:25,03:15,2h 50m,non-stop,No info,3419,Banglore
Air India,1/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,13:45 02 May,27h 45m,2 stops,No info,15164,Kolkata
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,20:00,2h 45m,non-stop,No info,6565,Kolkata
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,18:50,13h 25m,non-stop,In-flight meal not included,9254,Delhi
Air Asia,6/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,06:50,10:30,3h 40m,1 stop,No info,6857,Kolkata
Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,01:20 13 May,18h 20m,non-stop,No info,12140,Kolkata
SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,Kolkata
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,No info,14781,Kolkata
Air India,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,07:40 19 May,21h 40m,1 stop,No info,8372,Delhi
Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? IMF ? DEL ? BLR,16:45,23:15 02 Apr,30h 30m,3 stops,No info,8607,Kolkata
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,13587,Delhi
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 19 May,7h 30m,1 stop,No info,15554,Delhi
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,19:50 22 May,22h 40m,1 stop,In-flight meal not included,10844,Kolkata
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,4392,Mumbai
Air India,27/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,6961,Banglore
Air India,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,09:45,23:00,13h 15m,1 stop,No info,8907,Delhi
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,08:35,22:30,13h 55m,1 stop,No info,6442,Delhi
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,8586,Kolkata
Air India,15/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 16 May,30h 20m,2 stops,No info,13486,Delhi
Air India,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,3100,Mumbai
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,17:55,04:25 08 Mar,34h 30m,2 stops,In-flight meal not included,15812,Delhi
Air India,24/04/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,5201,Delhi
IndiGo,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:35,21:20,13h 45m,2 stops,No info,9413,Delhi
Air India,6/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,19:15 07 Jun,23h,2 stops,No info,13591,Delhi
Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,No info,5678,Mumbai
Airline,03/03/2019,Banglore,Delhi,BLR ? HYD ? DEL,08:15,23:10,14h 55m,1 stop,No info,6781,Banglore
Jet Airways,21/03/2019,Banglore,Delhi,BLR ? BOM ? DEL,18:40,11:25 19 Mar,16h 45m,1 stop,In-flight meal not included,7832,Banglore
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,18:50 10 Mar,26h 50m,non-stop,In-flight meal not included,14053,Delhi
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 10 May,13h 20m,1 stop,In-flight meal not included,10703,Kolkata
Airline,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 16 May,8h,non-stop,No info,13727,Delhi
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,non-stop,No info,7408,Delhi
Jet Airways,01/03/2019,Banglore,Delhi,BLR ? BOM ? DEL,14:05,11:25 02 Mar,21h 20m,1 stop,No info,20800,Banglore
Air India,3/06/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,07:40 04 Jun,18h 20m,2 stops,No info,11911,Delhi
Vistara,3/04/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,5403,Banglore
Airline,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,13469,Kolkata
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,12:35 07 Jun,15h 10m,2 stops,In-flight meal not included,11270,Delhi
Air Asia,24/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,06:35 25 Jun,9h 50m,1 stop,No info,6152,Delhi
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 28 Mar,20h 25m,1 stop,No info,12452,Delhi
